record_id,season,date,team,opponent,player,runs,balls,fours,sixes,strike_rate,wickets,overs_bowled,economy
653,2023,2022-07-28,Rajasthan Royals,Punjab Kings,Trent Boult,54,64,3,2,84.38,0,1.6,7.29
654,2024,2024-03-28,Delhi Capitals,Mumbai Indians,Prithvi Shaw,44,28,1,5,157.14,0,2.4,7.07
655,2023,2025-04-05,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajat Patidar,52,28,4,0,185.71,0,3.7,5.46
656,2021,2023-05-28,Kolkata Knight Riders,Rajasthan Royals,Venkatesh Iyer,40,24,5,1,166.67,0,1.7,8.56
657,2021,2021-10-02,Sunrisers Hyderabad,Delhi Capitals,Heinrich Klaasen,96,64,3,4,150.0,0,3.7,12.16
658,2023,2021-09-12,Sunrisers Hyderabad,Mumbai Indians,Heinrich Klaasen,99,57,7,7,173.68,1,3.8,7.73
659,2024,2022-09-17,Chennai Super Kings,Kolkata Knight Riders,Deepak Chahar,8,37,2,0,21.62,0,3.4,10.81
660,2024,2024-11-04,Mumbai Indians,Chennai Super Kings,Jasprit Bumrah,28,16,7,0,175.0,0,1.6,7.52
661,2025,2022-08-25,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,16,38,4,0,42.11,1,2.0,8.84
662,2022,2024-07-28,Delhi Capitals,Royal Challengers Bangalore,Anrich Nortje,41,57,4,3,71.93,0,2.1,8.19
663,2024,2021-05-18,Lucknow Super Giants,Kolkata Knight Riders,KL Rahul,71,64,10,3,110.94,2,3.9,6.71
664,2022,2023-08-27,Mumbai Indians,Punjab Kings,Tilak Varma,33,43,2,1,76.74,2,1.5,9.51
665,2021,2025-01-09,Gujarat Titans,Sunrisers Hyderabad,Rahul Tewatia,15,36,3,0,41.67,0,3.6,11.14
666,2023,2023-09-01,Punjab Kings,Sunrisers Hyderabad,Liam Livingstone,26,59,6,0,44.07,4,1.8,10.35
667,2024,2021-05-29,Royal Challengers Bangalore,Punjab Kings,Faf du Plessis,16,23,3,0,69.57,2,2.1,10.4
668,2024,2021-12-29,Chennai Super Kings,Mumbai Indians,Shivam Dube,41,60,6,2,68.33,0,3.1,10.79
669,2023,2021-07-30,Chennai Super Kings,Royal Challengers Bangalore,Devon Conway,10,8,2,0,125.0,2,4.0,12.34
670,2025,2024-01-29,Mumbai Indians,Chennai Super Kings,Ishan Kishan,48,44,4,5,109.09,0,1.4,11.98
671,2021,2022-03-14,Lucknow Super Giants,Royal Challengers Bangalore,Ayush Badoni,63,37,5,7,170.27,0,2.0,9.23
672,2022,2021-06-30,Delhi Capitals,Chennai Super Kings,Axar Patel,15,13,3,0,115.38,2,1.8,11.86
673,2025,2023-09-10,Delhi Capitals,Lucknow Super Giants,Axar Patel,21,62,5,0,33.87,1,1.5,11.68
674,2024,2021-07-21,Mumbai Indians,Delhi Capitals,Suryakumar Yadav,11,19,0,1,57.89,0,3.1,8.52
675,2024,2025-03-23,Mumbai Indians,Gujarat Titans,Ishan Kishan,62,40,7,5,155.0,0,3.2,6.33
676,2023,2022-04-05,Chennai Super Kings,Delhi Capitals,Ravindra Jadeja,21,58,5,0,36.21,0,3.0,6.81
677,2021,2021-09-05,Gujarat Titans,Royal Challengers Bangalore,Rahul Tewatia,31,20,7,0,155.0,1,1.1,10.38
678,2021,2021-11-04,Sunrisers Hyderabad,Rajasthan Royals,Bhuvneshwar Kumar,41,58,2,0,70.69,0,3.5,10.21
679,2024,2021-06-29,Delhi Capitals,Mumbai Indians,Axar Patel,79,46,7,5,171.74,2,4.0,12.09
680,2025,2024-11-09,Royal Challengers Bangalore,Delhi Capitals,Virat Kohli,20,23,0,1,86.96,0,2.8,5.9
681,2023,2021-09-30,Royal Challengers Bangalore,Delhi Capitals,Rajat Patidar,3,6,0,0,50.0,1,1.9,10.92
682,2022,2023-09-03,Chennai Super Kings,Rajasthan Royals,Shivam Dube,39,52,9,0,75.0,0,1.3,7.99
683,2022,2023-12-02,Punjab Kings,Gujarat Titans,Sam Curran,36,22,9,0,163.64,0,2.3,8.0
684,2022,2021-06-22,Sunrisers Hyderabad,Punjab Kings,Abhishek Sharma,43,37,7,2,116.22,0,3.1,12.27
685,2025,2023-11-15,Gujarat Titans,Chennai Super Kings,David Miller,10,32,2,0,31.25,0,1.4,12.06
686,2022,2024-06-08,Gujarat Titans,Sunrisers Hyderabad,David Miller,2,8,0,0,25.0,0,2.2,8.73
687,2025,2024-07-13,Delhi Capitals,Sunrisers Hyderabad,Axar Patel,16,10,0,1,160.0,1,2.4,11.17
688,2024,2025-03-13,Mumbai Indians,Royal Challengers Bangalore,Hardik Pandya,20,24,5,0,83.33,1,2.3,11.34
689,2023,2021-09-08,Royal Challengers Bangalore,Delhi Capitals,Faf du Plessis,77,52,4,1,148.08,0,1.1,8.2
690,2021,2025-02-15,Royal Challengers Bangalore,Gujarat Titans,Rajat Patidar,55,30,10,2,183.33,0,3.4,9.89
691,2024,2022-01-02,Delhi Capitals,Chennai Super Kings,David Warner,3,5,0,0,60.0,0,1.6,5.4
692,2024,2024-10-04,Royal Challengers Bangalore,Delhi Capitals,Rajat Patidar,68,59,3,1,115.25,0,2.4,8.8
693,2021,2025-03-09,Chennai Super Kings,Kolkata Knight Riders,MS Dhoni,62,33,7,0,187.88,1,2.8,6.73
694,2025,2021-04-17,Sunrisers Hyderabad,Mumbai Indians,Heinrich Klaasen,20,11,5,0,181.82,1,3.2,9.73
695,2025,2023-06-28,Delhi Capitals,Mumbai Indians,Prithvi Shaw,65,36,9,4,180.56,0,1.2,5.34
696,2025,2022-10-01,Rajasthan Royals,Lucknow Super Giants,Sanju Samson,82,62,6,7,132.26,0,2.9,10.11
697,2024,2022-11-11,Sunrisers Hyderabad,Mumbai Indians,Travis Head,24,51,6,0,47.06,0,2.5,9.67
698,2023,2022-11-22,Lucknow Super Giants,Punjab Kings,Nicholas Pooran,91,51,6,6,178.43,1,3.0,10.78
699,2024,2025-02-13,Royal Challengers Bangalore,Delhi Capitals,Glenn Maxwell,11,52,2,0,21.15,0,1.6,9.8
700,2021,2022-07-25,Sunrisers Hyderabad,Gujarat Titans,Heinrich Klaasen,35,18,0,0,194.44,0,1.8,10.34
701,2022,2023-02-21,Gujarat Titans,Mumbai Indians,Shubman Gill,14,32,3,0,43.75,0,1.7,7.16
702,2023,2022-09-30,Rajasthan Royals,Mumbai Indians,Ravichandran Ashwin,19,62,4,0,30.65,0,3.8,8.53
703,2024,2024-08-31,Chennai Super Kings,Royal Challengers Bangalore,Devon Conway,13,55,3,0,23.64,0,1.5,6.1
704,2022,2022-11-20,Rajasthan Royals,Royal Challengers Bangalore,Trent Boult,56,50,8,4,112.0,1,1.3,10.12
705,2023,2023-09-17,Royal Challengers Bangalore,Chennai Super Kings,Faf du Plessis,49,31,0,3,158.06,1,2.4,7.38
706,2022,2025-04-04,Chennai Super Kings,Rajasthan Royals,Ravindra Jadeja,53,53,5,3,100.0,0,3.3,8.41
707,2022,2023-07-18,Royal Challengers Bangalore,Punjab Kings,Rajat Patidar,58,62,8,4,93.55,2,2.3,11.05
708,2025,2023-01-05,Chennai Super Kings,Royal Challengers Bangalore,Ravindra Jadeja,49,30,2,6,163.33,0,3.3,10.22
709,2022,2025-03-31,Lucknow Super Giants,Mumbai Indians,Ravi Bishnoi,84,56,8,4,150.0,0,3.7,10.53
710,2023,2022-10-25,Rajasthan Royals,Sunrisers Hyderabad,Sanju Samson,67,62,9,2,108.06,0,2.3,6.76
711,2025,2023-03-09,Lucknow Super Giants,Punjab Kings,Ravi Bishnoi,100,61,10,6,163.93,1,3.6,5.84
712,2025,2025-04-12,Rajasthan Royals,Punjab Kings,Trent Boult,16,52,4,0,30.77,0,2.5,7.57
713,2023,2024-04-10,Royal Challengers Bangalore,Mumbai Indians,Virat Kohli,33,42,3,3,78.57,1,4.0,6.04
714,2021,2024-02-04,Rajasthan Royals,Delhi Capitals,Trent Boult,7,27,0,1,25.93,0,2.7,5.24
715,2023,2022-07-23,Kolkata Knight Riders,Lucknow Super Giants,Venkatesh Iyer,19,27,4,0,70.37,0,2.6,7.08
716,2023,2023-10-18,Gujarat Titans,Kolkata Knight Riders,David Miller,4,11,1,0,36.36,0,1.2,11.95
717,2024,2023-04-27,Kolkata Knight Riders,Gujarat Titans,Shreyas Iyer,67,48,6,6,139.58,1,2.8,10.04
718,2024,2022-01-21,Punjab Kings,Sunrisers Hyderabad,Liam Livingstone,16,37,4,0,43.24,0,3.1,11.76
719,2021,2021-06-06,Kolkata Knight Riders,Gujarat Titans,Sunil Narine,20,52,5,0,38.46,2,1.4,11.68
720,2021,2022-11-15,Chennai Super Kings,Sunrisers Hyderabad,Devon Conway,8,7,2,0,114.29,0,4.0,7.5
721,2024,2024-07-21,Mumbai Indians,Kolkata Knight Riders,Suryakumar Yadav,3,31,0,0,9.68,0,3.5,8.91
722,2021,2021-07-01,Gujarat Titans,Rajasthan Royals,Shubman Gill,30,31,7,0,96.77,0,3.7,11.14
723,2024,2024-01-29,Lucknow Super Giants,Royal Challengers Bangalore,Nicholas Pooran,58,45,7,5,128.89,0,3.2,5.88
724,2025,2022-07-21,Lucknow Super Giants,Sunrisers Hyderabad,Marcus Stoinis,50,62,5,0,80.65,2,3.7,10.79
725,2021,2024-10-12,Royal Challengers Bangalore,Mumbai Indians,Dinesh Karthik,98,55,4,1,178.18,0,1.3,12.46
726,2025,2024-03-04,Lucknow Super Giants,Mumbai Indians,Krunal Pandya,30,17,7,0,176.47,0,3.8,6.57
727,2021,2025-03-16,Delhi Capitals,Kolkata Knight Riders,David Warner,74,58,7,1,127.59,1,2.8,8.25
728,2021,2023-09-13,Punjab Kings,Mumbai Indians,Jitesh Sharma,26,16,0,4,162.5,0,1.3,12.65
729,2025,2022-04-10,Royal Challengers Bangalore,Rajasthan Royals,Faf du Plessis,5,21,1,0,23.81,2,3.0,5.65
730,2023,2021-07-29,Royal Challengers Bangalore,Mumbai Indians,Mohammed Siraj,24,24,1,3,100.0,0,3.7,7.16
731,2021,2024-08-05,Mumbai Indians,Delhi Capitals,Suryakumar Yadav,30,42,7,0,71.43,2,1.8,7.62
732,2025,2021-05-30,Sunrisers Hyderabad,Chennai Super Kings,Aiden Markram,40,31,3,0,129.03,0,3.9,10.33
733,2022,2024-06-07,Gujarat Titans,Royal Challengers Bangalore,David Miller,28,31,1,3,90.32,1,1.4,9.31
734,2022,2024-05-11,Kolkata Knight Riders,Lucknow Super Giants,Sunil Narine,5,33,0,0,15.15,2,2.9,10.16
735,2022,2022-10-12,Mumbai Indians,Chennai Super Kings,Hardik Pandya,32,43,8,0,74.42,4,3.5,6.82
736,2025,2024-03-29,Delhi Capitals,Mumbai Indians,David Warner,8,41,2,0,19.51,0,1.4,6.26
737,2025,2024-09-02,Delhi Capitals,Punjab Kings,David Warner,40,37,10,0,108.11,0,3.9,10.58
738,2023,2022-06-06,Kolkata Knight Riders,Sunrisers Hyderabad,Andre Russell,42,34,0,2,123.53,0,1.0,8.82
739,2021,2025-02-25,Royal Challengers Bangalore,Punjab Kings,Dinesh Karthik,62,50,6,1,124.0,1,2.9,5.79
740,2021,2023-05-11,Punjab Kings,Chennai Super Kings,Jitesh Sharma,76,57,5,6,133.33,0,3.3,10.5
741,2021,2022-05-01,Chennai Super Kings,Gujarat Titans,Ravindra Jadeja,1,33,0,0,3.03,1,3.0,10.59
742,2022,2022-06-27,Chennai Super Kings,Rajasthan Royals,Deepak Chahar,31,19,5,0,163.16,0,3.7,10.57
743,2022,2023-06-21,Mumbai Indians,Delhi Capitals,Jasprit Bumrah,8,12,2,0,66.67,0,1.6,10.81
744,2025,2024-07-18,Lucknow Super Giants,Royal Challengers Bangalore,KL Rahul,23,13,1,2,176.92,0,2.7,6.93
745,2025,2021-05-18,Delhi Capitals,Kolkata Knight Riders,Anrich Nortje,86,49,8,4,175.51,0,3.6,5.21
746,2024,2023-07-13,Mumbai Indians,Sunrisers Hyderabad,Hardik Pandya,7,22,1,0,31.82,0,2.6,5.53
747,2022,2024-03-26,Mumbai Indians,Rajasthan Royals,Hardik Pandya,40,33,0,6,121.21,0,1.2,9.55
748,2021,2022-08-25,Kolkata Knight Riders,Punjab Kings,Shreyas Iyer,10,17,2,0,58.82,0,2.9,5.41
749,2024,2022-08-20,Mumbai Indians,Sunrisers Hyderabad,Ishan Kishan,15,11,3,0,136.36,1,3.5,9.15
750,2022,2024-10-02,Chennai Super Kings,Gujarat Titans,Ruturaj Gaikwad,15,33,1,0,45.45,2,2.1,11.96
751,2021,2021-07-22,Royal Challengers Bangalore,Mumbai Indians,Rajat Patidar,39,24,9,0,162.5,0,3.0,9.45
752,2023,2024-09-16,Sunrisers Hyderabad,Punjab Kings,Abhishek Sharma,52,53,3,0,98.11,0,2.4,8.45
753,2025,2024-11-24,Lucknow Super Giants,Chennai Super Kings,Ayush Badoni,86,65,0,7,132.31,0,2.8,6.02
754,2021,2022-05-02,Lucknow Super Giants,Chennai Super Kings,Krunal Pandya,73,62,2,4,117.74,0,2.4,9.92
755,2022,2021-08-02,Kolkata Knight Riders,Royal Challengers Bangalore,Shreyas Iyer,9,13,2,0,69.23,0,3.0,7.92
756,2025,2023-11-18,Gujarat Titans,Royal Challengers Bangalore,Sai Sudharsan,38,24,5,3,158.33,0,1.0,9.66
757,2022,2024-05-20,Mumbai Indians,Delhi Capitals,Tilak Varma,6,59,1,0,10.17,0,1.6,12.1
758,2021,2023-12-01,Rajasthan Royals,Kolkata Knight Riders,Trent Boult,88,49,7,5,179.59,1,2.7,7.75
759,2023,2021-11-01,Sunrisers Hyderabad,Rajasthan Royals,Travis Head,5,34,1,0,14.71,2,2.9,10.47
760,2024,2023-12-11,Lucknow Super Giants,Kolkata Knight Riders,Nicholas Pooran,98,52,5,6,188.46,0,1.6,12.72
761,2023,2021-06-01,Mumbai Indians,Royal Challengers Bangalore,Ishan Kishan,14,40,2,1,35.0,0,2.9,12.14
762,2023,2022-05-11,Mumbai Indians,Chennai Super Kings,Suryakumar Yadav,11,23,2,0,47.83,0,2.0,9.41
763,2022,2022-09-19,Kolkata Knight Riders,Mumbai Indians,Rinku Singh,12,63,0,2,19.05,0,3.4,6.04
764,2022,2023-04-28,Delhi Capitals,Gujarat Titans,David Warner,47,56,10,1,83.93,2,3.9,12.78
765,2024,2021-12-24,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,24,55,3,2,43.64,0,2.0,8.46
766,2022,2022-11-24,Mumbai Indians,Delhi Capitals,Tilak Varma,19,55,4,0,34.55,0,3.4,11.83
767,2025,2025-04-29,Lucknow Super Giants,Punjab Kings,Nicholas Pooran,15,10,3,0,150.0,0,2.2,11.91
768,2025,2023-11-07,Rajasthan Royals,Gujarat Titans,Ravichandran Ashwin,20,16,5,0,125.0,0,2.5,7.24
769,2024,2022-06-24,Lucknow Super Giants,Mumbai Indians,Nicholas Pooran,25,62,6,0,40.32,0,1.9,11.95
770,2025,2024-05-02,Royal Challengers Bangalore,Sunrisers Hyderabad,Glenn Maxwell,4,10,1,0,40.0,0,2.1,9.64
771,2024,2023-10-11,Gujarat Titans,Rajasthan Royals,Rahul Tewatia,55,34,6,5,161.76,1,2.0,8.11
772,2022,2024-11-12,Punjab Kings,Kolkata Knight Riders,Jitesh Sharma,11,9,1,1,122.22,1,2.5,10.09
773,2023,2021-08-25,Kolkata Knight Riders,Chennai Super Kings,Shreyas Iyer,2,28,0,0,7.14,0,3.0,7.1
774,2023,2024-04-17,Kolkata Knight Riders,Royal Challengers Bangalore,Varun Chakravarthy,33,63,0,4,52.38,0,2.0,12.78
775,2024,2024-11-30,Lucknow Super Giants,Mumbai Indians,Marcus Stoinis,19,37,4,0,51.35,0,3.2,8.81
776,2025,2025-04-19,Lucknow Super Giants,Gujarat Titans,Marcus Stoinis,59,57,5,1,103.51,0,1.6,11.05
777,2024,2024-05-18,Kolkata Knight Riders,Gujarat Titans,Sunil Narine,5,6,1,0,83.33,0,3.2,9.0
778,2023,2023-08-20,Rajasthan Royals,Kolkata Knight Riders,Shimron Hetmyer,96,48,6,4,200.0,0,1.1,11.17
779,2022,2024-10-11,Royal Challengers Bangalore,Sunrisers Hyderabad,Dinesh Karthik,77,56,9,6,137.5,3,1.6,8.17
780,2025,2021-11-09,Sunrisers Hyderabad,Kolkata Knight Riders,Aiden Markram,36,26,7,1,138.46,0,1.3,9.4
781,2021,2022-04-18,Lucknow Super Giants,Punjab Kings,KL Rahul,4,17,1,0,23.53,0,1.9,9.19
782,2024,2021-04-23,Mumbai Indians,Sunrisers Hyderabad,Tilak Varma,10,15,2,0,66.67,0,1.3,9.28
783,2024,2021-12-23,Chennai Super Kings,Punjab Kings,MS Dhoni,26,60,4,1,43.33,1,3.0,6.41
784,2025,2025-04-07,Delhi Capitals,Kolkata Knight Riders,Kuldeep Yadav,58,48,4,3,120.83,0,1.4,5.69
785,2024,2023-02-03,Lucknow Super Giants,Kolkata Knight Riders,Krunal Pandya,72,63,7,7,114.29,0,1.1,5.89
786,2024,2024-09-07,Rajasthan Royals,Delhi Capitals,Shimron Hetmyer,22,57,5,0,38.6,0,2.9,8.48
787,2024,2025-03-01,Royal Challengers Bangalore,Chennai Super Kings,Rajat Patidar,5,65,1,0,7.69,0,2.9,7.42
788,2021,2024-05-07,Kolkata Knight Riders,Gujarat Titans,Sunil Narine,11,12,1,1,91.67,0,3.3,8.32
789,2022,2021-07-01,Delhi Capitals,Kolkata Knight Riders,Kuldeep Yadav,3,34,0,0,8.82,0,3.2,11.7
790,2024,2021-11-21,Mumbai Indians,Chennai Super Kings,Ishan Kishan,17,50,4,0,34.0,0,1.2,9.37
791,2022,2022-10-24,Punjab Kings,Royal Challengers Bangalore,Sam Curran,20,58,2,0,34.48,0,1.5,6.14
792,2024,2021-04-23,Royal Challengers Bangalore,Chennai Super Kings,Mohammed Siraj,34,48,2,4,70.83,0,1.7,5.46
793,2025,2021-07-07,Kolkata Knight Riders,Gujarat Titans,Varun Chakravarthy,81,58,8,1,139.66,0,1.9,5.6
794,2021,2022-08-25,Mumbai Indians,Punjab Kings,Suryakumar Yadav,15,28,3,0,53.57,0,1.1,5.31
795,2022,2024-12-21,Chennai Super Kings,Delhi Capitals,Ruturaj Gaikwad,23,15,2,0,153.33,0,1.3,7.69
796,2025,2023-06-19,Kolkata Knight Riders,Delhi Capitals,Venkatesh Iyer,54,65,1,3,83.08,0,2.1,6.52
797,2024,2022-06-10,Rajasthan Royals,Mumbai Indians,Shimron Hetmyer,28,34,1,4,82.35,0,2.1,5.71
798,2022,2024-01-19,Sunrisers Hyderabad,Delhi Capitals,Bhuvneshwar Kumar,22,11,5,0,200.0,0,1.3,7.67
799,2024,2024-10-23,Royal Challengers Bangalore,Sunrisers Hyderabad,Faf du Plessis,88,53,5,7,166.04,0,1.1,12.13
800,2024,2022-07-21,Sunrisers Hyderabad,Lucknow Super Giants,Pat Cummins,1,37,0,0,2.7,0,3.7,7.55
801,2024,2022-01-07,Kolkata Knight Riders,Chennai Super Kings,Shreyas Iyer,31,28,4,2,110.71,0,1.6,5.49
802,2025,2022-10-22,Punjab Kings,Rajasthan Royals,Liam Livingstone,41,25,0,6,164.0,0,1.9,5.38
803,2023,2024-04-09,Rajasthan Royals,Kolkata Knight Riders,Jos Buttler,7,8,1,0,87.5,0,2.1,7.64
804,2024,2021-08-22,Mumbai Indians,Royal Challengers Bangalore,Hardik Pandya,3,17,0,0,17.65,2,1.4,6.52
805,2025,2021-09-08,Kolkata Knight Riders,Delhi Capitals,Venkatesh Iyer,59,32,4,2,184.38,1,1.7,6.54
806,2022,2023-10-06,Delhi Capitals,Rajasthan Royals,Kuldeep Yadav,25,45,4,1,55.56,0,3.9,8.23
807,2022,2024-01-30,Punjab Kings,Gujarat Titans,Sam Curran,55,44,2,7,125.0,0,2.1,11.69
808,2023,2024-05-07,Lucknow Super Giants,Gujarat Titans,Nicholas Pooran,22,51,4,1,43.14,0,2.4,8.05
809,2025,2022-01-05,Punjab Kings,Chennai Super Kings,Jitesh Sharma,60,50,3,2,120.0,2,1.0,11.75
810,2023,2023-06-18,Punjab Kings,Sunrisers Hyderabad,Sam Curran,47,52,6,3,90.38,0,4.0,5.74
811,2021,2022-02-27,Chennai Super Kings,Punjab Kings,Devon Conway,27,17,4,1,158.82,0,2.5,10.43
812,2021,2022-08-19,Sunrisers Hyderabad,Punjab Kings,Pat Cummins,30,20,0,5,150.0,0,3.0,10.5
813,2022,2022-01-27,Delhi Capitals,Gujarat Titans,Anrich Nortje,15,21,3,0,71.43,0,3.3,10.1
814,2024,2022-04-22,Sunrisers Hyderabad,Chennai Super Kings,Bhuvneshwar Kumar,54,61,2,6,88.52,0,1.9,12.55
815,2024,2023-07-22,Lucknow Super Giants,Delhi Capitals,Ravi Bishnoi,93,53,1,1,175.47,0,3.3,7.82
816,2022,2023-06-25,Delhi Capitals,Kolkata Knight Riders,Anrich Nortje,39,49,0,2,79.59,1,1.0,5.73
817,2024,2022-11-12,Gujarat Titans,Sunrisers Hyderabad,Mohammed Shami,55,51,2,2,107.84,0,3.1,6.7
818,2022,2024-06-05,Gujarat Titans,Chennai Super Kings,Rahul Tewatia,27,57,2,3,47.37,0,1.5,10.97
819,2023,2024-09-30,Sunrisers Hyderabad,Gujarat Titans,Pat Cummins,20,11,2,1,181.82,0,2.1,7.3
820,2023,2023-12-20,Mumbai Indians,Delhi Capitals,Hardik Pandya,12,48,0,0,25.0,0,3.9,10.26
821,2021,2021-04-15,Chennai Super Kings,Delhi Capitals,Devon Conway,38,29,8,1,131.03,2,2.4,7.76
822,2024,2023-03-04,Rajasthan Royals,Sunrisers Hyderabad,Trent Boult,15,25,3,0,60.0,0,1.2,7.91
823,2023,2025-03-01,Chennai Super Kings,Mumbai Indians,Shivam Dube,46,30,2,0,153.33,0,3.6,7.32
824,2022,2025-02-04,Rajasthan Royals,Gujarat Titans,Ravichandran Ashwin,60,47,8,4,127.66,0,1.0,10.05
825,2023,2023-01-27,Mumbai Indians,Sunrisers Hyderabad,Rohit Sharma,56,48,3,7,116.67,0,2.8,5.82
826,2024,2023-05-29,Punjab Kings,Chennai Super Kings,Kagiso Rabada,38,23,3,2,165.22,1,3.6,11.16
827,2025,2021-09-26,Mumbai Indians,Kolkata Knight Riders,Hardik Pandya,43,24,8,1,179.17,0,2.3,6.08
828,2025,2022-03-16,Kolkata Knight Riders,Delhi Capitals,Rinku Singh,84,53,1,1,158.49,0,3.1,6.42
829,2023,2025-04-12,Sunrisers Hyderabad,Delhi Capitals,Travis Head,42,21,7,1,200.0,0,3.8,10.01
830,2024,2024-06-23,Chennai Super Kings,Sunrisers Hyderabad,MS Dhoni,76,54,1,5,140.74,0,3.2,10.79
831,2024,2022-07-02,Gujarat Titans,Sunrisers Hyderabad,Sai Sudharsan,7,21,1,0,33.33,0,2.0,9.7
832,2022,2023-01-02,Chennai Super Kings,Sunrisers Hyderabad,MS Dhoni,36,29,0,4,124.14,0,2.6,11.64
833,2024,2021-12-15,Rajasthan Royals,Sunrisers Hyderabad,Trent Boult,75,38,3,1,197.37,0,2.6,8.7
834,2022,2025-01-22,Delhi Capitals,Kolkata Knight Riders,Prithvi Shaw,18,34,4,0,52.94,0,3.0,11.29
835,2021,2024-01-24,Lucknow Super Giants,Rajasthan Royals,Ayush Badoni,15,49,3,0,30.61,0,1.6,7.42
836,2024,2025-04-07,Mumbai Indians,Sunrisers Hyderabad,Suryakumar Yadav,14,18,0,2,77.78,1,3.2,7.47
837,2022,2023-02-21,Mumbai Indians,Lucknow Super Giants,Hardik Pandya,60,32,5,6,187.5,0,2.6,7.35
838,2022,2021-12-25,Gujarat Titans,Sunrisers Hyderabad,Shubman Gill,48,25,9,0,192.0,1,3.1,8.68
839,2022,2025-02-24,Lucknow Super Giants,Royal Challengers Bangalore,Marcus Stoinis,37,35,2,3,105.71,0,3.2,10.79
840,2021,2022-01-28,Rajasthan Royals,Chennai Super Kings,Trent Boult,27,29,6,0,93.1,2,1.3,12.6
841,2022,2024-11-22,Mumbai Indians,Royal Challengers Bangalore,Tilak Varma,37,26,6,2,142.31,0,2.2,5.46
842,2022,2025-02-07,Sunrisers Hyderabad,Gujarat Titans,Heinrich Klaasen,22,43,5,0,51.16,1,4.0,10.3
843,2021,2024-10-17,Punjab Kings,Sunrisers Hyderabad,Jitesh Sharma,56,46,5,0,121.74,0,1.2,8.92
844,2025,2024-06-17,Kolkata Knight Riders,Mumbai Indians,Venkatesh Iyer,61,41,4,1,148.78,1,1.5,8.88
845,2024,2023-01-27,Delhi Capitals,Royal Challengers Bangalore,Rishabh Pant,17,9,2,1,188.89,1,1.1,9.43
846,2025,2024-02-27,Gujarat Titans,Punjab Kings,Shubman Gill,74,58,8,1,127.59,1,1.6,10.21
847,2021,2024-05-11,Royal Challengers Bangalore,Kolkata Knight Riders,Virat Kohli,40,33,1,0,121.21,0,1.6,6.43
848,2025,2021-12-12,Delhi Capitals,Mumbai Indians,Rishabh Pant,38,37,5,2,102.7,0,3.8,5.2
849,2023,2024-12-10,Mumbai Indians,Lucknow Super Giants,Ishan Kishan,56,39,2,7,143.59,0,2.6,12.69
850,2023,2022-06-04,Lucknow Super Giants,Gujarat Titans,Krunal Pandya,12,49,3,0,24.49,0,1.6,7.48
851,2022,2024-07-25,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,17,27,2,1,62.96,0,1.8,8.1
852,2022,2022-09-03,Sunrisers Hyderabad,Gujarat Titans,Abhishek Sharma,54,48,2,3,112.5,0,3.2,12.76
853,2022,2022-03-02,Rajasthan Royals,Lucknow Super Giants,Ravichandran Ashwin,52,31,2,5,167.74,3,2.3,5.4
854,2025,2021-12-12,Kolkata Knight Riders,Chennai Super Kings,Andre Russell,14,39,3,0,35.9,0,2.9,7.96
855,2023,2022-10-13,Delhi Capitals,Royal Challengers Bangalore,David Warner,1,5,0,0,20.0,0,1.3,12.23
856,2022,2023-12-29,Gujarat Titans,Delhi Capitals,Rashid Khan,16,11,4,0,145.45,0,2.8,12.01
857,2022,2023-03-08,Rajasthan Royals,Punjab Kings,Jos Buttler,94,56,10,6,167.86,0,1.4,5.27
858,2025,2023-05-16,Royal Challengers Bangalore,Kolkata Knight Riders,Faf du Plessis,34,41,0,5,82.93,0,1.7,9.83
859,2024,2023-11-16,Royal Challengers Bangalore,Gujarat Titans,Glenn Maxwell,36,37,4,3,97.3,0,3.2,12.22
860,2022,2023-07-12,Delhi Capitals,Chennai Super Kings,Axar Patel,40,54,1,1,74.07,0,1.7,5.91
861,2025,2022-11-07,Mumbai Indians,Royal Challengers Bangalore,Jasprit Bumrah,63,40,0,6,157.5,0,3.8,6.24
862,2024,2021-12-12,Gujarat Titans,Lucknow Super Giants,Mohammed Shami,0,30,0,0,0.0,2,3.2,10.63
863,2025,2024-12-15,Rajasthan Royals,Kolkata Knight Riders,Trent Boult,67,65,10,0,103.08,0,3.9,10.33
864,2025,2023-04-22,Kolkata Knight Riders,Royal Challengers Bangalore,Shreyas Iyer,17,58,4,0,29.31,2,2.3,8.08
865,2023,2022-08-25,Chennai Super Kings,Sunrisers Hyderabad,Deepak Chahar,69,58,1,4,118.97,0,1.9,6.82
866,2025,2024-11-07,Sunrisers Hyderabad,Kolkata Knight Riders,Heinrich Klaasen,4,37,1,0,10.81,0,1.0,8.7
867,2023,2023-03-18,Rajasthan Royals,Chennai Super Kings,Sanju Samson,92,61,2,6,150.82,0,1.3,8.94
868,2021,2023-07-21,Gujarat Titans,Lucknow Super Giants,Sai Sudharsan,15,12,0,2,125.0,1,1.8,8.78
869,2023,2022-04-09,Delhi Capitals,Sunrisers Hyderabad,Prithvi Shaw,34,39,1,5,87.18,0,2.3,6.26
